SK1,SK2,SB1,SB2,SG1,SY1,SY2,SY3,SO1,SP1,SV1,SR1,SR2,SR3,SW1,Base_A,Base_B,Base_C,UT578_A,UT578_AF,UT578_AS,UT6581,Target_L,Target_a,Target_b
0.0,9.0,0.0,0.0,0.0,0.0,114.0,184.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,73.3499999999999,11.42,25.63
12.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,63.92,33.44,14.31
0.0,0.0,0.0,0.0,2.0,0.0,200.0,170.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,82.74,10.05,42.97
0.0,20.0,0.0,0.0,0.0,0.0,79.0,170.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,64.49,11.22,20.67
16.0,0.0,0.0,0.0,0.0,0.0,184.0,169.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,81.9,7.11,36.86
0.0,0.0,0.0,0.0,0.0,0.0,75.0,165.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,85.31,10.58,42.93
11.0,0.0,0.0,0.0,0.0,0.0,85.0,163.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,71.37,16.13,28.71
0.0,0.0,0.0,0.0,2.0,0.0,171.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,85.77,3.98,48.33
0.0,0.0,0.0,0.0,0.0,0.0,128.0,160.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,85.88,8.52999999999999,46.09
0.0,9.0,0.0,0.0,15.0,0.0,100.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,77.23,-3.65,32.07
0.0,4.0,0.0,0.0,0.0,0.0,0.0,160.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75.7,18.16,27.29
0.0,15.0,0.0,100.0,0.0,0.0,130.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,62.67,-18.8,12.98
22.0,0.0,0.0,0.0,0.0,0.0,88.0,144.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,78.5,10.31,33.34
0.0,0.0,0.0,0.0,78.0,0.0,22.0,144.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,63.33,1.05,12.15
7.0,0.0,0.0,0.0,0.0,0.0,80.0,140.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,79.68,10.44,36.91
12.0,0.0,0.0,0.0,0.0,0.0,113.0,136.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,81.27,10.17,35.89
0.0,0.0,0.0,0.0,31.0,0.0,146.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,80.28,-11.87,39.28
0.0,0.0,0.0,0.0,0.0,0.0,210.0,132.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,80.49,15.86,44.56
0.0,0.0,0.0,0.0,27.0,0.0,0.0,132.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,62.94,20.65,3.16
0.0,0.0,0.0,0.0,0.0,0.0,185.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.0699999999997,4.94,49.26
0.0,21.0,0.0,0.0,0.0,0.0,209.0,124.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,65.3199999999997,8.96,22.8
0.0,16.0,0.0,0.0,0.0,0.0,28.0,122.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,73.5699999999997,9.44,12.16
0.0,0.0,0.0,0.0,2.0,0.0,165.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,88.95,2.39,44.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.05,39.48,7.47
0.0,0.0,0.0,0.0,0.0,10.0,148.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.99,4.5,43.34
17.0,0.0,0.0,0.0,175.0,0.0,82.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,71.49,-26.37,17.03
2.0,0.0,0.0,0.0,0.0,0.0,193.0,105.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,87.17,6.83,41.52
6.0,0.0,0.0,0.0,0.0,0.0,521.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,87.33,0.56,57.08
0.0,201.0,0.0,0.0,0.0,0.0,158.0,101.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,54.09,-1.95,3.04
17.0,0.0,0.0,0.0,0.0,0.0,92.0,101.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,84.27,4.44,31.55
0.0,0.0,0.0,0.0,2.0,0.0,130.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.4,1.93,46.3
0.0,11.0,0.0,0.0,126.0,0.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,73.13,-19.89,16.19
17.0,0.0,0.0,0.0,0.0,0.0,79.0,99.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,82.74,6.1,30.7
8.0,0.0,0.0,0.0,150.0,0.0,96.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,75.63,-23.81,17.42
3.0,0.0,0.0,0.0,0.0,0.0,10.0,93.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75.62,24.21,26.07
0.0,95.0,0.0,0.0,208.0,0.0,129.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,59.94,-13.68,5.65
0.0,26.0,0.0,0.0,105.0,0.0,117.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.8499999999999,-17.26,16.88
3.0,0.0,0.0,0.0,110.0,0.0,53.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,76.0699999999997,-23.68,17.24
0.0,0.0,0.0,0.0,0.0,0.0,38.0,86.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,83.7,13.02,30.24
0.0,12.0,0.0,0.0,0.0,125.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,71.77,9.5,19.57
0.0,0.0,0.0,0.0,32.0,0.0,347.0,81.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,79.27,-13.2,36.26
0.0,5.0,0.0,0.0,0.0,0.0,122.0,78.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,82.44,1.91,34.11
0.0,0.0,0.0,0.0,0.0,46.0,169.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,86.5,4.03,45.92
0.0,5.0,0.0,0.0,341.0,0.0,68.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,70.86,-30.72,9.359999999999992
11.5,0.0,0.0,0.0,0.0,0.0,62.0,72.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,82.49,8.44999999999999,29.95
9.0,0.0,0.0,0.0,0.0,0.0,80.0,71.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,85.15,6.55,28.56
8.0,0.0,0.0,0.0,0.0,0.0,76.0,71.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,82.33,7.42,33.41
0.0,21.0,0.0,0.0,0.0,182.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,68.9599999999998,7.07,18.37
0.0,8.0,0.0,0.0,0.0,91.0,0.0,66.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,75.27,8.9,24.58
0.0,4.0,0.0,0.0,0.0,0.0,40.0,64.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,68.64,17.01,15.05
15.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,27.0,0.0,0.0,184.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,63.75,29.82,5.34
0.0,8.0,0.0,0.0,332.0,0.0,70.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,65.95,-34.62,9.89
0.0,0.0,0.0,0.0,0.0,0.0,178.0,53.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.93,2.58,46.51
0.0,9.5,0.0,77.0,380.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,66.69,-29.05,-2.94
0.0,55.0,0.0,0.0,131.0,74.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,62.37,-12.49,3.84
0.0,0.0,0.0,0.0,6.0,10.0,402.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,86.12,-6.76,53.79
4.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,75.28,27.82,1.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,67.98,37.57,0.87
6.0,0.0,0.0,0.0,0.0,0.0,200.0,44.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,81.68,6.68,37.86
0.0,31.0,0.0,0.0,57.0,0.0,65.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,68.48,-12.58,11.14
0.0,0.0,0.0,73.0,45.0,100.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,69.5999999999999,-19.61,4.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,71.44,35.27,-0.44
0.0,24.0,0.0,0.0,43.0,0.0,45.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,70.8499999999999,-11.18,10.26
3.0,0.0,0.0,0.0,0.0,64.0,65.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,84.04,3.45,37.71
0.0,0.0,0.0,500.0,0.0,0.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,60.56,-24.3,-22.09
0.0,44.0,0.0,0.0,145.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,63.21,-15.33,0.16
0.0,14.0,0.0,0.0,0.0,92.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,78.5999999999999,2.28,15.65
0.0,33.0,0.0,0.0,87.0,70.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,67.43,-12.33,5.51
0.0,0.0,0.0,0.0,3.0,0.0,154.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,89.2,-4.72,36.12
0.0,26.0,0.0,6.0,0.0,0.0,110.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,73.94,-6.85,16.92
0.0,22.0,0.0,0.0,135.0,0.0,17.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,73.49,-17.57,1.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,416.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.48,25.5,17.69
0.0,56.0,0.0,0.0,193.0,0.0,128.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,60.24,-19.45,8.53999999999999
0.0,0.0,0.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,68.33,28.98,-3.46
0.0,13.0,0.0,0.0,21.0,0.0,339.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,77.89,-14.48,34.79
0.0,54.0,0.0,0.0,0.0,200.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,63.69,4.55,11.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,136.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,65.7099999999998,36.49,9.78999999999999
0.0,0.0,0.0,663.28,0.0,0.0,25.04,22.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,58.46,-23.03,-25.77
0.0,10.0,0.0,0.0,16.0,0.0,270.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,80.9599999999998,-13.05,32.91
0.0,0.0,0.0,0.0,193.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,71.02,-21.99,0.02
0.0,19.0,0.0,0.0,0.0,0.0,47.0,16.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,72.9,2.92,14.72
0.0,0.0,0.0,0.0,7.0,270.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,79.68,4.17,27.46
0.0,0.0,0.0,0.0,2.0,0.0,196.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,88.08,-4.8,46.95
0.0,70.0,0.0,0.0,360.0,0.0,80.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,61.76,-21.01,1.43
8.0,0.0,0.0,0.0,0.0,519.0,0.0,11.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,77.26,11.35,34.74
7.0,0.0,0.0,0.0,0.0,0.0,232.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,88.38,-6.61,44.58
0.0,31.5,0.0,0.0,0.0,0.0,32.0,10.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,68.3,-0.26,0.61
0.0,0.0,0.0,0.0,0.0,180.0,0.0,10.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80.55,12.59,32.39
0.0,18.0,0.0,0.0,89.0,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,68.5999999999999,-14.22,-4.46
0.0,0.0,0.0,0.0,105.0,0.0,0.0,7.0,0.0,32.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,70.12,-13.4,-9.11999999999999
0.0,0.0,0.0,0.0,48.0,0.0,120.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,81.54,-29.22,29.06
0.0,0.0,0.0,0.0,15.0,22.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,85.97,-17.38,54.81
0.0,6.0,0.0,0.0,20.0,84.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,79.64,-12.73,40.55
0.0,8.0,0.0,0.0,0.0,0.0,310.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,81.8499999999999,-5.43,40.7
0.0,5.0,0.0,0.0,16.0,68.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,79.65,-12.41,41.04
0.0,0.0,0.0,0.0,159.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75.81,-41.37,31.14
0.0,7.0,0.0,0.0,28.0,68.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,80.27,-14.19,34.0
0.0,30.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,65.39,3.36,20.29
0.0,75.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,68.0,0.0,0.0,0.0,83.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,57.62,2.37,9.59
0.0,0.0,0.0,0.0,7.0,0.0,250.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.65,-14.38,45.63
0.0,121.0,0.0,0.0,135.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,59.72,-13.08,6.72
0.0,123.0,0.0,0.0,160.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.18,-14.87,7.25
0.0,120.0,0.0,0.0,0.0,131.0,230.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,59.86,-0.56,10.01
0.0,12.0,0.0,155.0,19.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,67.27,-30.84,6.06
0.0,107.0,0.0,0.0,0.0,120.0,220.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,61.37,-1.21,10.16
0.0,107.0,0.0,0.0,0.0,105.0,210.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,61.36,-1.13,9.59
0.0,3.0,0.0,15.0,0.0,83.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,78.73,-12.4,32.82
0.0,5.0,0.0,0.0,43.0,93.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,76.74,-17.15,31.41
0.0,295.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.63,-2.02,0.29
0.0,58.0,0.0,127.0,78.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,60.68,-21.63,3.56
11.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,86.48,-3.77,38.28
0.0,7.0,0.0,0.0,0.0,265.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,77.34,4.9,33.02
0.0,7.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,10.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,74.13,5.34,22.42
0.0,0.0,0.0,0.0,26.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,82.0699999999997,-16.52,27.81
25.0,0.0,0.0,0.0,72.0,211.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,71.64,-16.11,28.67
0.0,10.0,0.0,0.0,0.0,0.0,135.0,0.0,140.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,69.3499999999999,5.85,14.35
4.0,0.0,0.0,0.0,0.0,44.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,89.7,-2.49,37.13
7.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,64.47,34.77,11.34
0.0,52.0,0.0,0.0,62.0,86.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,63.71,-11.81,13.48
0.0,315.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.53,-1.94,-2.28
0.0,4.0,0.0,0.0,79.0,94.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,73.87,-22.19,23.93
